name,class,surfaceAreaObj,compactnessObj,rectangularityObj,diameterObj,convexityObj,eccentricityObj,A3,D1,D2,D3,D4
D00348_normalized.obj,Apartment,5.16513,0.4893,0.56903,1.61849,0.80805,8.26602,"0.052,0.069,0.07,0.062,0.078,0.064,0.056,0.051,0.042,0.05,0.039,0.035,0.031,0.035,0.024,0.023,0.029,0.024,0.018,0.011,0.02,0.019,0.012,0.014,0.019,0.012,0.008,0.013,0.011,0.009","0.006,0.013,0.013,0.021,0.045,0.04,0.033,0.042,0.078,0.057,0.06,0.058,0.054,0.062,0.059,0.066,0.052,0.051,0.032,0.028,0.027,0.028,0.039,0.012,0.005,0.007,0.002,0.005,0.001,0.004","0.011,0.023,0.026,0.037,0.05,0.044,0.046,0.033,0.057,0.058,0.066,0.065,0.055,0.063,0.065,0.043,0.047,0.047,0.019,0.016,0.036,0.025,0.014,0.015,0.013,0.012,0.008,0.002,0.001,0.003","0.003,0.007,0.016,0.021,0.048,0.04,0.045,0.056,0.046,0.056,0.073,0.063,0.068,0.057,0.065,0.04,0.047,0.043,0.035,0.04,0.031,0.026,0.014,0.017,0.014,0.009,0.007,0.008,0.001,0.004","0.013,0.035,0.044,0.065,0.083,0.08,0.078,0.074,0.083,0.065,0.058,0.048,0.042,0.04,0.027,0.02,0.022,0.014,0.016,0.023,0.008,0.015,0.012,0.007,0.009,0.005,0.002,0.004,0.004,0.004"
D00366_normalized.obj,Apartment,8.30181,0.34894,0.28767,1.78598,0.7639,2.42668,"0.019,0.032,0.047,0.05,0.05,0.071,0.07,0.058,0.074,0.053,0.048,0.06,0.056,0.043,0.033,0.039,0.03,0.027,0.021,0.025,0.019,0.01,0.015,0.011,0.005,0.004,0.011,0.006,0.007,0.006","0.002,0.003,0.01,0.017,0.025,0.016,0.035,0.028,0.025,0.044,0.046,0.045,0.053,0.039,0.048,0.045,0.04,0.051,0.065,0.066,0.035,0.048,0.055,0.043,0.029,0.025,0.023,0.026,0.01,0.003","0.004,0.01,0.021,0.021,0.031,0.025,0.026,0.032,0.03,0.038,0.036,0.049,0.068,0.09,0.062,0.072,0.07,0.047,0.041,0.038,0.037,0.025,0.025,0.033,0.024,0.015,0.013,0.012,0.004,0.001","0.001,0.006,0.016,0.019,0.033,0.025,0.034,0.023,0.044,0.042,0.038,0.047,0.061,0.056,0.071,0.057,0.048,0.073,0.058,0.058,0.054,0.037,0.033,0.023,0.019,0.011,0.008,0.001,0.002,0.002","0.002,0.005,0.014,0.023,0.039,0.025,0.043,0.041,0.049,0.059,0.055,0.039,0.065,0.054,0.046,0.062,0.052,0.043,0.041,0.044,0.041,0.031,0.038,0.021,0.019,0.022,0.008,0.01,0.006,0.003"
D00478_normalized.obj,Apartment,7.55713,0.22453,0.29081,1.88705,0.45036,4.15937,"0.017,0.041,0.044,0.063,0.069,0.071,0.063,0.078,0.069,0.064,0.054,0.051,0.034,0.05,0.034,0.037,0.032,0.027,0.022,0.028,0.014,0.014,0.008,0.004,0.002,0.005,0.003,0.001,0.0,0.001","0.003,0.01,0.027,0.03,0.031,0.048,0.04,0.067,0.062,0.053,0.031,0.035,0.035,0.034,0.028,0.025,0.021,0.029,0.025,0.074,0.069,0.083,0.057,0.041,0.021,0.015,0.003,0.0,0.001,0.002","0.003,0.009,0.01,0.016,0.011,0.022,0.023,0.028,0.032,0.038,0.042,0.049,0.053,0.079,0.068,0.081,0.051,0.057,0.047,0.046,0.036,0.035,0.028,0.023,0.026,0.022,0.016,0.02,0.02,0.009","0.004,0.005,0.01,0.013,0.021,0.022,0.017,0.021,0.033,0.036,0.035,0.028,0.049,0.045,0.074,0.055,0.064,0.062,0.06,0.069,0.06,0.046,0.043,0.04,0.036,0.021,0.01,0.012,0.006,0.003","0.011,0.013,0.016,0.017,0.021,0.038,0.027,0.033,0.04,0.043,0.057,0.055,0.057,0.066,0.052,0.061,0.051,0.049,0.049,0.057,0.044,0.045,0.032,0.023,0.012,0.009,0.014,0.004,0.001,0.003"
D00496_normalized.obj,Apartment,4.83458,0.51972,0.63923,1.71972,0.85619,3.24778,"0.02,0.038,0.041,0.06,0.063,0.074,0.063,0.078,0.07,0.054,0.065,0.046,0.06,0.054,0.031,0.036,0.027,0.016,0.016,0.013,0.017,0.015,0.01,0.01,0.006,0.003,0.007,0.003,0.002,0.002","0.018,0.037,0.035,0.032,0.033,0.039,0.032,0.043,0.047,0.032,0.046,0.045,0.052,0.055,0.083,0.084,0.05,0.06,0.038,0.042,0.035,0.015,0.015,0.01,0.006,0.006,0.003,0.002,0.002,0.003","0.006,0.012,0.014,0.025,0.025,0.019,0.026,0.036,0.085,0.064,0.083,0.063,0.078,0.072,0.058,0.04,0.053,0.051,0.034,0.033,0.033,0.031,0.019,0.013,0.015,0.004,0.001,0.002,0.002,0.003","0.003,0.003,0.008,0.008,0.014,0.02,0.023,0.032,0.036,0.042,0.044,0.059,0.097,0.066,0.074,0.089,0.083,0.078,0.056,0.039,0.035,0.028,0.017,0.014,0.009,0.009,0.006,0.004,0.001,0.003","0.003,0.004,0.008,0.016,0.034,0.029,0.031,0.046,0.06,0.043,0.051,0.061,0.06,0.051,0.065,0.066,0.061,0.059,0.046,0.056,0.032,0.037,0.024,0.023,0.014,0.009,0.007,0.003,0.0,0.001"
D00626_normalized.obj,Apartment,9.1798,0.14526,0.30869,1.84643,0.55753,6.25696,"0.039,0.04,0.059,0.059,0.067,0.073,0.053,0.066,0.062,0.048,0.043,0.04,0.037,0.039,0.033,0.036,0.032,0.023,0.026,0.022,0.018,0.016,0.013,0.016,0.012,0.005,0.012,0.004,0.005,0.002","0.001,0.001,0.001,0.004,0.0,0.002,0.014,0.014,0.015,0.024,0.071,0.057,0.068,0.066,0.046,0.046,0.045,0.026,0.034,0.035,0.041,0.037,0.056,0.072,0.062,0.053,0.056,0.03,0.011,0.012","0.013,0.017,0.013,0.026,0.032,0.036,0.036,0.046,0.057,0.075,0.081,0.062,0.07,0.053,0.047,0.051,0.032,0.036,0.03,0.033,0.021,0.017,0.018,0.012,0.023,0.013,0.018,0.016,0.013,0.003","0.004,0.009,0.006,0.023,0.022,0.021,0.026,0.028,0.03,0.041,0.047,0.045,0.049,0.047,0.048,0.049,0.063,0.069,0.056,0.054,0.058,0.038,0.037,0.034,0.03,0.03,0.011,0.015,0.008,0.002","0.005,0.009,0.015,0.031,0.038,0.047,0.057,0.052,0.049,0.067,0.062,0.05,0.059,0.048,0.05,0.071,0.051,0.039,0.032,0.029,0.028,0.019,0.026,0.023,0.015,0.01,0.01,0.003,0.003,0.002"
D00639_normalized.obj,Apartment,16.68624,0.10117,0.40559,1.87685,0.60491,3.50794,"0.023,0.055,0.054,0.06,0.058,0.073,0.059,0.066,0.062,0.059,0.064,0.037,0.04,0.037,0.036,0.038,0.037,0.02,0.022,0.02,0.021,0.011,0.012,0.008,0.009,0.005,0.008,0.003,0.002,0.001","0.009,0.004,0.002,0.009,0.008,0.016,0.02,0.033,0.032,0.028,0.044,0.052,0.06,0.043,0.059,0.084,0.063,0.064,0.087,0.067,0.045,0.036,0.049,0.027,0.022,0.015,0.006,0.001,0.009,0.006","0.004,0.004,0.016,0.013,0.024,0.025,0.046,0.048,0.051,0.052,0.068,0.06,0.057,0.077,0.054,0.061,0.062,0.051,0.051,0.049,0.026,0.026,0.021,0.023,0.018,0.003,0.005,0.003,0.001,0.001","0.002,0.004,0.008,0.016,0.017,0.018,0.031,0.032,0.044,0.045,0.06,0.045,0.071,0.056,0.058,0.056,0.06,0.061,0.049,0.064,0.046,0.044,0.028,0.029,0.027,0.013,0.008,0.003,0.004,0.001","0.001,0.008,0.008,0.019,0.026,0.034,0.04,0.052,0.051,0.048,0.059,0.067,0.065,0.081,0.075,0.053,0.05,0.04,0.054,0.046,0.038,0.02,0.023,0.008,0.01,0.009,0.009,0.003,0.002,0.001"
D00651_normalized.obj,Apartment,19.46456,0.00337,0.01198,1.89493,0.01882,4.64009,"0.022,0.036,0.058,0.052,0.069,0.059,0.061,0.07,0.068,0.061,0.064,0.05,0.049,0.042,0.043,0.026,0.03,0.033,0.019,0.023,0.016,0.01,0.007,0.008,0.007,0.006,0.005,0.005,0.0,0.001","0.002,0.0,0.001,0.003,0.003,0.008,0.006,0.01,0.026,0.036,0.028,0.025,0.024,0.023,0.038,0.039,0.043,0.074,0.086,0.097,0.104,0.051,0.071,0.073,0.078,0.035,0.013,0.001,0.0,0.002","0.006,0.004,0.01,0.018,0.024,0.026,0.028,0.036,0.049,0.038,0.034,0.043,0.058,0.035,0.046,0.047,0.05,0.05,0.051,0.048,0.059,0.05,0.038,0.041,0.026,0.032,0.021,0.017,0.008,0.007","0.007,0.006,0.008,0.015,0.021,0.039,0.033,0.046,0.052,0.047,0.063,0.047,0.071,0.076,0.065,0.058,0.057,0.046,0.046,0.046,0.037,0.036,0.026,0.021,0.016,0.005,0.006,0.001,0.002,0.001","0.007,0.02,0.017,0.037,0.04,0.041,0.05,0.046,0.062,0.045,0.064,0.06,0.054,0.076,0.058,0.05,0.045,0.041,0.054,0.033,0.031,0.019,0.018,0.012,0.01,0.005,0.002,0.002,0.0,0.001"
D00681_normalized.obj,Apartment,18.40071,0.07608,0.30205,1.87123,0.56778,5.53464,"0.019,0.035,0.062,0.061,0.07,0.077,0.066,0.055,0.064,0.054,0.046,0.044,0.046,0.036,0.033,0.041,0.028,0.025,0.031,0.016,0.02,0.015,0.007,0.01,0.008,0.006,0.01,0.005,0.003,0.007","0.001,0.0,0.001,0.003,0.004,0.009,0.016,0.022,0.028,0.051,0.036,0.038,0.041,0.048,0.057,0.079,0.051,0.048,0.045,0.04,0.03,0.036,0.055,0.089,0.057,0.054,0.029,0.021,0.008,0.003","0.003,0.014,0.017,0.02,0.026,0.024,0.042,0.058,0.058,0.06,0.052,0.072,0.054,0.066,0.066,0.049,0.054,0.044,0.032,0.034,0.028,0.017,0.026,0.018,0.017,0.012,0.016,0.016,0.003,0.002","0.002,0.001,0.006,0.008,0.009,0.032,0.024,0.033,0.038,0.047,0.048,0.063,0.058,0.07,0.064,0.056,0.069,0.062,0.048,0.052,0.048,0.042,0.037,0.03,0.024,0.01,0.01,0.004,0.003,0.002","0.006,0.017,0.022,0.032,0.046,0.036,0.047,0.037,0.066,0.057,0.066,0.055,0.058,0.058,0.051,0.047,0.062,0.046,0.033,0.033,0.03,0.019,0.019,0.019,0.008,0.009,0.007,0.009,0.003,0.002"
D00780_normalized.obj,Apartment,3.51008,0.51486,0.47637,1.89614,0.54052,26.75578,"0.022,0.071,0.05,0.069,0.066,0.063,0.071,0.059,0.045,0.034,0.039,0.041,0.041,0.03,0.039,0.043,0.036,0.035,0.029,0.018,0.013,0.012,0.016,0.009,0.012,0.011,0.007,0.012,0.003,0.004","0.003,0.015,0.005,0.005,0.001,0.0,0.0,0.0,0.022,0.044,0.05,0.05,0.041,0.044,0.029,0.036,0.027,0.026,0.013,0.03,0.032,0.039,0.077,0.091,0.08,0.086,0.075,0.046,0.024,0.009","0.011,0.018,0.023,0.032,0.038,0.03,0.04,0.041,0.041,0.032,0.04,0.038,0.035,0.076,0.065,0.048,0.029,0.035,0.033,0.029,0.03,0.033,0.031,0.018,0.026,0.024,0.027,0.045,0.026,0.006","0.001,0.005,0.011,0.012,0.02,0.022,0.022,0.028,0.033,0.043,0.049,0.044,0.05,0.052,0.049,0.054,0.049,0.046,0.057,0.038,0.039,0.044,0.038,0.042,0.026,0.04,0.032,0.023,0.022,0.009","0.006,0.011,0.016,0.015,0.017,0.024,0.036,0.048,0.049,0.043,0.06,0.052,0.057,0.072,0.061,0.066,0.045,0.063,0.059,0.05,0.034,0.042,0.019,0.015,0.019,0.01,0.007,0.003,0.0,0.001"
D00792_normalized.obj,Apartment,5.85946,0.60992,0.50285,1.70194,0.92718,2.12499,"0.02,0.033,0.044,0.044,0.055,0.074,0.068,0.069,0.065,0.053,0.062,0.051,0.058,0.039,0.034,0.044,0.038,0.027,0.035,0.014,0.012,0.012,0.011,0.005,0.007,0.011,0.003,0.005,0.004,0.003","0.003,0.001,0.015,0.032,0.023,0.025,0.029,0.033,0.036,0.026,0.041,0.059,0.056,0.062,0.066,0.06,0.075,0.066,0.07,0.071,0.036,0.04,0.02,0.024,0.009,0.013,0.005,0.001,0.002,0.001","0.004,0.006,0.015,0.022,0.018,0.016,0.023,0.032,0.044,0.055,0.055,0.061,0.063,0.053,0.063,0.065,0.054,0.054,0.049,0.05,0.037,0.048,0.031,0.023,0.012,0.022,0.012,0.005,0.005,0.003","0.004,0.007,0.012,0.011,0.019,0.034,0.023,0.038,0.034,0.037,0.055,0.052,0.06,0.064,0.062,0.07,0.084,0.044,0.044,0.048,0.057,0.044,0.023,0.018,0.023,0.008,0.011,0.006,0.005,0.003","0.005,0.017,0.017,0.023,0.034,0.024,0.04,0.04,0.043,0.057,0.046,0.064,0.053,0.051,0.06,0.053,0.054,0.051,0.05,0.044,0.038,0.03,0.024,0.033,0.017,0.013,0.008,0.006,0.002,0.003"
D00859_normalized.obj,Apartment,8.04475,0.24481,0.54858,1.84451,0.89268,13.90684,"0.026,0.056,0.084,0.074,0.074,0.06,0.065,0.055,0.052,0.038,0.035,0.042,0.037,0.03,0.031,0.023,0.028,0.036,0.021,0.019,0.022,0.015,0.015,0.009,0.013,0.011,0.011,0.01,0.004,0.004","0.004,0.003,0.009,0.018,0.031,0.024,0.035,0.033,0.036,0.035,0.066,0.037,0.055,0.063,0.073,0.039,0.034,0.027,0.025,0.035,0.049,0.043,0.055,0.052,0.048,0.034,0.022,0.009,0.004,0.002","0.011,0.016,0.021,0.029,0.025,0.041,0.063,0.069,0.047,0.051,0.067,0.061,0.056,0.055,0.045,0.041,0.044,0.049,0.033,0.028,0.03,0.021,0.022,0.019,0.015,0.012,0.011,0.012,0.005,0.001","0.004,0.009,0.008,0.019,0.018,0.032,0.036,0.038,0.058,0.045,0.051,0.066,0.073,0.053,0.063,0.058,0.055,0.037,0.045,0.046,0.035,0.041,0.033,0.027,0.016,0.012,0.013,0.003,0.003,0.003","0.002,0.008,0.01,0.022,0.018,0.033,0.043,0.046,0.053,0.063,0.064,0.055,0.052,0.065,0.043,0.062,0.062,0.049,0.044,0.05,0.041,0.028,0.02,0.019,0.02,0.016,0.005,0.003,0.003,0.001"
D00860_normalized.obj,Apartment,7.35623,0.23004,0.28778,1.87735,0.45035,4.33189,"0.026,0.033,0.057,0.057,0.064,0.062,0.074,0.081,0.055,0.07,0.065,0.054,0.044,0.052,0.039,0.035,0.022,0.022,0.024,0.008,0.011,0.012,0.008,0.006,0.004,0.004,0.001,0.004,0.003,0.003","0.002,0.021,0.035,0.045,0.049,0.048,0.065,0.089,0.035,0.034,0.035,0.052,0.035,0.026,0.019,0.015,0.059,0.081,0.103,0.068,0.043,0.027,0.012,0.001,0.0,0.0,0.0,0.0,0.0,0.001","0.007,0.012,0.007,0.014,0.021,0.023,0.035,0.035,0.036,0.045,0.043,0.043,0.08,0.085,0.078,0.069,0.062,0.038,0.038,0.033,0.031,0.033,0.019,0.024,0.013,0.016,0.037,0.015,0.005,0.003","0.008,0.003,0.013,0.011,0.014,0.023,0.021,0.02,0.027,0.045,0.046,0.055,0.049,0.052,0.059,0.059,0.062,0.072,0.065,0.053,0.051,0.049,0.038,0.041,0.027,0.019,0.011,0.004,0.0,0.003","0.002,0.004,0.012,0.017,0.014,0.019,0.022,0.027,0.032,0.037,0.048,0.04,0.062,0.058,0.064,0.054,0.057,0.058,0.054,0.057,0.055,0.044,0.04,0.037,0.024,0.03,0.01,0.014,0.007,0.001"
D00869_normalized.obj,Apartment,7.63547,0.4046,0.60829,1.86919,0.73659,3.20884,"0.017,0.023,0.042,0.059,0.049,0.069,0.075,0.065,0.058,0.071,0.055,0.052,0.046,0.042,0.042,0.035,0.04,0.037,0.026,0.018,0.018,0.016,0.013,0.005,0.006,0.003,0.007,0.006,0.002,0.003","0.004,0.007,0.027,0.026,0.046,0.053,0.069,0.071,0.028,0.033,0.032,0.04,0.064,0.03,0.017,0.016,0.021,0.033,0.04,0.045,0.067,0.038,0.047,0.036,0.044,0.03,0.013,0.012,0.003,0.008","0.013,0.004,0.009,0.019,0.026,0.027,0.034,0.044,0.034,0.043,0.049,0.06,0.06,0.063,0.083,0.08,0.063,0.062,0.049,0.041,0.023,0.024,0.017,0.013,0.029,0.017,0.007,0.005,0.0,0.002","0.001,0.004,0.006,0.006,0.011,0.006,0.025,0.013,0.034,0.032,0.038,0.049,0.044,0.054,0.063,0.062,0.07,0.084,0.048,0.062,0.073,0.054,0.043,0.039,0.027,0.023,0.014,0.01,0.003,0.002","0.009,0.012,0.019,0.03,0.026,0.035,0.032,0.032,0.051,0.053,0.055,0.067,0.072,0.055,0.054,0.057,0.053,0.05,0.05,0.042,0.038,0.029,0.025,0.018,0.015,0.011,0.006,0.003,0.0,0.001"
D00921_normalized.obj,Apartment,6.78809,0.29696,0.36024,1.75062,0.63708,2.53478,"0.014,0.03,0.048,0.051,0.062,0.055,0.065,0.076,0.069,0.057,0.058,0.061,0.05,0.035,0.037,0.042,0.022,0.032,0.024,0.021,0.019,0.012,0.019,0.006,0.009,0.008,0.006,0.006,0.003,0.003","0.01,0.005,0.005,0.045,0.048,0.024,0.032,0.052,0.07,0.065,0.061,0.087,0.089,0.066,0.058,0.046,0.042,0.035,0.028,0.04,0.018,0.006,0.011,0.0,0.006,0.017,0.019,0.012,0.0,0.003","0.007,0.015,0.02,0.016,0.022,0.04,0.035,0.035,0.048,0.045,0.045,0.061,0.06,0.08,0.082,0.079,0.049,0.053,0.032,0.044,0.025,0.023,0.027,0.021,0.014,0.012,0.004,0.003,0.0,0.003","0.008,0.008,0.01,0.017,0.021,0.027,0.027,0.029,0.042,0.046,0.035,0.033,0.061,0.061,0.068,0.073,0.068,0.065,0.053,0.065,0.048,0.039,0.025,0.028,0.018,0.01,0.008,0.004,0.002,0.001","0.002,0.006,0.005,0.012,0.022,0.028,0.022,0.048,0.056,0.056,0.071,0.059,0.061,0.062,0.063,0.056,0.062,0.058,0.05,0.057,0.037,0.028,0.029,0.021,0.014,0.005,0.007,0.002,0.0,0.001"
D00953_normalized.obj,Apartment,15.87885,0.01621,0.04077,1.89706,0.10083,3.1146,"0.03,0.03,0.054,0.064,0.056,0.055,0.06,0.054,0.078,0.069,0.041,0.047,0.046,0.05,0.047,0.031,0.033,0.026,0.026,0.019,0.017,0.01,0.013,0.009,0.007,0.011,0.004,0.005,0.006,0.002","0.035,0.003,0.031,0.018,0.022,0.022,0.043,0.058,0.048,0.047,0.02,0.056,0.058,0.11,0.07,0.056,0.082,0.045,0.027,0.047,0.018,0.037,0.019,0.009,0.004,0.007,0.002,0.004,0.001,0.001","0.012,0.011,0.021,0.01,0.029,0.036,0.048,0.052,0.045,0.044,0.035,0.024,0.04,0.043,0.048,0.052,0.079,0.064,0.05,0.057,0.045,0.05,0.033,0.029,0.007,0.007,0.01,0.012,0.004,0.003","0.011,0.009,0.013,0.011,0.021,0.017,0.04,0.057,0.051,0.055,0.048,0.063,0.049,0.052,0.062,0.068,0.037,0.06,0.051,0.045,0.038,0.046,0.018,0.03,0.02,0.012,0.006,0.004,0.005,0.001","0.012,0.026,0.03,0.042,0.023,0.04,0.041,0.042,0.046,0.052,0.061,0.06,0.06,0.058,0.051,0.043,0.05,0.056,0.047,0.039,0.025,0.028,0.02,0.016,0.009,0.009,0.005,0.004,0.003,0.002"
m463_normalized.obj,Apartment,23.27003,0.04725,0.28234,1.75003,0.66258,4.72669,"0.036,0.051,0.068,0.062,0.069,0.076,0.063,0.067,0.063,0.041,0.048,0.054,0.035,0.029,0.025,0.035,0.025,0.022,0.02,0.022,0.012,0.013,0.015,0.01,0.009,0.007,0.007,0.007,0.005,0.004","0.033,0.042,0.052,0.032,0.038,0.079,0.035,0.031,0.03,0.045,0.048,0.045,0.02,0.031,0.056,0.036,0.045,0.083,0.04,0.064,0.032,0.014,0.023,0.011,0.014,0.005,0.006,0.007,0.001,0.002","0.008,0.006,0.013,0.031,0.036,0.05,0.049,0.059,0.05,0.057,0.06,0.065,0.063,0.06,0.052,0.055,0.052,0.032,0.027,0.027,0.016,0.02,0.026,0.03,0.015,0.023,0.01,0.006,0.001,0.001","0.005,0.011,0.017,0.014,0.028,0.029,0.05,0.046,0.054,0.07,0.082,0.074,0.059,0.065,0.072,0.053,0.055,0.06,0.028,0.035,0.022,0.018,0.013,0.014,0.007,0.01,0.0,0.003,0.003,0.003","0.005,0.007,0.009,0.025,0.032,0.06,0.058,0.057,0.07,0.061,0.054,0.073,0.083,0.07,0.041,0.057,0.045,0.045,0.039,0.02,0.029,0.012,0.017,0.012,0.008,0.005,0.002,0.0,0.003,0.001"
m464_normalized.obj,Apartment,13.31019,0.02861,0.17409,1.85832,0.40684,14.88201,"0.045,0.08,0.097,0.094,0.074,0.056,0.047,0.037,0.032,0.037,0.034,0.029,0.031,0.03,0.024,0.023,0.022,0.022,0.019,0.02,0.018,0.014,0.02,0.021,0.015,0.02,0.02,0.009,0.005,0.005","0.009,0.023,0.025,0.037,0.083,0.101,0.045,0.028,0.022,0.017,0.024,0.012,0.029,0.078,0.065,0.041,0.051,0.035,0.039,0.035,0.027,0.027,0.028,0.023,0.007,0.058,0.018,0.005,0.0,0.008","0.009,0.03,0.041,0.045,0.062,0.074,0.069,0.059,0.074,0.046,0.054,0.047,0.053,0.041,0.025,0.031,0.043,0.039,0.019,0.019,0.024,0.029,0.022,0.015,0.013,0.007,0.004,0.001,0.001,0.004","0.004,0.005,0.009,0.019,0.03,0.038,0.06,0.054,0.061,0.072,0.069,0.075,0.074,0.076,0.069,0.061,0.047,0.048,0.035,0.024,0.021,0.02,0.012,0.004,0.006,0.001,0.003,0.001,0.001,0.001","0.002,0.007,0.019,0.023,0.029,0.04,0.053,0.059,0.064,0.065,0.07,0.083,0.071,0.069,0.051,0.055,0.055,0.042,0.036,0.034,0.024,0.02,0.014,0.006,0.005,0.001,0.0,0.001,0.0,0.002"
m465_normalized.obj,Apartment,11.10602,0.0656,0.82433,1.71051,1.32545,33.38969,"0.067,0.115,0.107,0.086,0.048,0.037,0.041,0.032,0.022,0.018,0.025,0.022,0.03,0.023,0.032,0.043,0.03,0.018,0.026,0.019,0.023,0.015,0.023,0.013,0.018,0.025,0.009,0.009,0.013,0.011","0.03,0.033,0.026,0.052,0.042,0.032,0.036,0.024,0.038,0.034,0.02,0.024,0.031,0.029,0.015,0.073,0.169,0.052,0.032,0.013,0.036,0.013,0.018,0.015,0.008,0.016,0.011,0.02,0.033,0.025","0.024,0.037,0.048,0.062,0.059,0.066,0.065,0.05,0.046,0.049,0.021,0.042,0.031,0.046,0.037,0.037,0.035,0.028,0.021,0.02,0.03,0.024,0.016,0.022,0.023,0.016,0.019,0.022,0.003,0.001","0.006,0.006,0.012,0.031,0.019,0.032,0.047,0.034,0.041,0.052,0.049,0.062,0.066,0.057,0.069,0.046,0.061,0.053,0.052,0.044,0.042,0.029,0.025,0.025,0.018,0.009,0.004,0.004,0.003,0.002","0.001,0.004,0.007,0.015,0.028,0.047,0.035,0.043,0.034,0.038,0.047,0.062,0.058,0.074,0.066,0.056,0.062,0.059,0.049,0.042,0.032,0.032,0.029,0.021,0.013,0.017,0.017,0.004,0.005,0.003"
m53_normalized.obj,AquaticAnimal,1.26259,0.24989,0.16601,1.68255,0.3819,78.65407,"0.079,0.121,0.116,0.078,0.051,0.052,0.05,0.036,0.026,0.032,0.019,0.017,0.015,0.015,0.018,0.02,0.017,0.019,0.014,0.019,0.016,0.015,0.021,0.022,0.024,0.023,0.025,0.022,0.012,0.006","0.012,0.016,0.042,0.078,0.069,0.045,0.069,0.065,0.045,0.064,0.056,0.055,0.043,0.034,0.024,0.053,0.045,0.035,0.033,0.014,0.009,0.015,0.007,0.011,0.012,0.008,0.011,0.011,0.015,0.004","0.016,0.031,0.075,0.072,0.087,0.077,0.062,0.06,0.047,0.055,0.057,0.053,0.044,0.042,0.025,0.02,0.022,0.022,0.027,0.017,0.011,0.013,0.012,0.012,0.015,0.01,0.005,0.007,0.003,0.001","0.006,0.006,0.012,0.032,0.029,0.036,0.041,0.058,0.054,0.072,0.079,0.073,0.06,0.067,0.066,0.063,0.048,0.043,0.03,0.03,0.022,0.02,0.02,0.011,0.009,0.008,0.003,0.001,0.0,0.001","0.003,0.009,0.008,0.015,0.017,0.033,0.047,0.048,0.041,0.064,0.062,0.05,0.061,0.057,0.068,0.062,0.061,0.05,0.049,0.045,0.028,0.023,0.024,0.025,0.02,0.012,0.007,0.003,0.004,0.004"
m54_normalized.obj,AquaticAnimal,1.50506,0.30809,0.17805,1.65705,0.56169,42.88862,"0.065,0.098,0.097,0.066,0.066,0.058,0.04,0.034,0.031,0.024,0.025,0.027,0.026,0.026,0.014,0.024,0.015,0.017,0.021,0.021,0.023,0.023,0.042,0.023,0.024,0.014,0.025,0.009,0.015,0.007","0.012,0.013,0.024,0.035,0.058,0.063,0.054,0.062,0.082,0.078,0.084,0.04,0.044,0.047,0.046,0.043,0.04,0.035,0.013,0.011,0.005,0.017,0.008,0.012,0.009,0.009,0.007,0.017,0.02,0.012","0.02,0.048,0.053,0.062,0.087,0.068,0.066,0.054,0.046,0.044,0.046,0.037,0.042,0.043,0.033,0.03,0.035,0.037,0.019,0.03,0.021,0.017,0.015,0.012,0.009,0.007,0.01,0.003,0.004,0.002","0.003,0.008,0.021,0.018,0.023,0.042,0.045,0.058,0.059,0.067,0.057,0.071,0.076,0.064,0.074,0.059,0.058,0.057,0.041,0.034,0.029,0.01,0.011,0.005,0.005,0.004,0.0,0.0,0.0,0.001","0.005,0.003,0.012,0.019,0.029,0.035,0.038,0.056,0.052,0.052,0.053,0.065,0.055,0.064,0.065,0.064,0.059,0.043,0.048,0.034,0.04,0.034,0.021,0.017,0.013,0.01,0.004,0.003,0.003,0.004"
m55_normalized.obj,AquaticAnimal,1.42954,0.28318,0.15567,1.70468,0.40384,58.5045,"0.067,0.09,0.103,0.095,0.064,0.035,0.038,0.036,0.027,0.024,0.025,0.024,0.026,0.02,0.019,0.029,0.014,0.018,0.022,0.013,0.026,0.029,0.021,0.017,0.026,0.025,0.019,0.019,0.017,0.012","0.008,0.022,0.034,0.062,0.059,0.043,0.035,0.051,0.06,0.055,0.064,0.075,0.044,0.046,0.043,0.054,0.034,0.036,0.029,0.023,0.016,0.015,0.015,0.007,0.014,0.007,0.012,0.018,0.011,0.008","0.013,0.035,0.044,0.069,0.078,0.061,0.067,0.053,0.065,0.045,0.059,0.037,0.044,0.053,0.025,0.026,0.031,0.022,0.027,0.021,0.023,0.017,0.02,0.015,0.01,0.014,0.011,0.008,0.005,0.002","0.006,0.015,0.014,0.025,0.039,0.033,0.05,0.045,0.054,0.066,0.059,0.073,0.066,0.065,0.06,0.061,0.041,0.049,0.04,0.028,0.033,0.028,0.014,0.009,0.012,0.006,0.004,0.001,0.003,0.001","0.004,0.003,0.006,0.009,0.023,0.025,0.032,0.032,0.039,0.042,0.05,0.055,0.047,0.082,0.059,0.061,0.061,0.056,0.056,0.055,0.046,0.042,0.034,0.018,0.02,0.022,0.009,0.005,0.003,0.004"
