name,class,compactnessObj,rectangularityObj,convexityObj
m988_normalized.obj,PlantWildNonTree,0.02751,0.0172,0.0445
D00111_normalized.obj,Quadruped,0.48987,0.29323,0.59287
D00150_normalized.obj,Quadruped,0.51719,0.26731,0.52224
D00218_normalized.obj,Quadruped,0.47639,0.21842,0.44579
D00226_normalized.obj,Quadruped,0.5,0.2018,0.42062
D00261_normalized.obj,Quadruped,0.50056,0.2024,0.42045
D00326_normalized.obj,Quadruped,0.36201,0.14861,0.30708
D00380_normalized.obj,Quadruped,0.38798,0.1613,0.33587
D00409_normalized.obj,Quadruped,0.39718,0.15641,0.36215
D00508_normalized.obj,Quadruped,0.35572,0.14201,0.30863
D00509_normalized.obj,Quadruped,0.37124,0.17026,0.3763
D00583_normalized.obj,Quadruped,0.36789,0.13679,0.31973
D00663_normalized.obj,Quadruped,0.36137,0.16314,0.31846
D00700_normalized.obj,Quadruped,0.38439,0.18227,0.33385
D00757_normalized.obj,Quadruped,0.40876,0.22855,0.44343
D00794_normalized.obj,Quadruped,0.43811,0.15629,0.35505
D00795_normalized.obj,Quadruped,0.20706,0.19069,0.36583
D00831_normalized.obj,Quadruped,0.37655,0.10956,0.22812
D00841_normalized.obj,Quadruped,0.33371,0.14481,0.29826
D00867_normalized.obj,Quadruped,0.36158,0.07837,0.19904
D00934_normalized.obj,Quadruped,0.348,0.1103,0.24143
m100_normalized.obj,Quadruped,0.56653,0.28159,0.64878
m101_normalized.obj,Quadruped,0.06283,0.11149,0.17379
m102_normalized.obj,Quadruped,0.6102,0.36455,0.71417
m103_normalized.obj,Quadruped,0.1956,0.10425,0.25373
m104_normalized.obj,Quadruped,0.3646,0.17488,0.43692
m105_normalized.obj,Quadruped,0.38391,0.16308,0.38681
m106_normalized.obj,Quadruped,0.32822,0.10974,0.22012
m107_normalized.obj,Quadruped,0.36198,0.14862,0.30705
m108_normalized.obj,Quadruped,0.38135,0.15199,0.3507
m109_normalized.obj,Quadruped,0.28673,0.28882,0.66644
m110_normalized.obj,Quadruped,0.48752,0.3227,0.60864
m111_normalized.obj,Quadruped,0.48471,0.23808,0.46614
m112_normalized.obj,Quadruped,0.57287,0.25701,0.60161
m273_normalized.obj,Quadruped,0.32589,0.10524,0.37414
m274_normalized.obj,Quadruped,0.36896,0.11135,0.3173
m275_normalized.obj,Quadruped,0.34141,0.11351,0.33886
m276_normalized.obj,Quadruped,0.32218,0.05718,0.24411
m277_normalized.obj,Quadruped,0.41318,0.24159,0.65394
m278_normalized.obj,Quadruped,0.17822,0.19666,0.58335
m279_normalized.obj,Quadruped,0.08669,0.0339,0.13228
m280_normalized.obj,Quadruped,0.23507,0.12421,0.37363
m281_normalized.obj,Quadruped,0.35243,0.21987,0.59112
m282_normalized.obj,Quadruped,0.42364,0.14149,0.38127
m86_normalized.obj,Quadruped,0.2071,0.07142,0.17193
m87_normalized.obj,Quadruped,0.33446,0.13614,0.26428
m88_normalized.obj,Quadruped,0.38495,0.1576,0.36322
m89_normalized.obj,Quadruped,0.29064,0.11299,0.25811
m90_normalized.obj,Quadruped,0.47092,0.20704,0.4294
m91_normalized.obj,Quadruped,0.37664,0.10974,0.22817
m92_normalized.obj,Quadruped,0.34801,0.11028,0.24144
m93_normalized.obj,Quadruped,0.18433,0.25933,0.51307
m94_normalized.obj,Quadruped,0.25291,0.1057,0.25428
m95_normalized.obj,Quadruped,0.35866,0.17482,0.3776
m96_normalized.obj,Quadruped,0.37254,0.1595,0.33243
m97_normalized.obj,Quadruped,0.35936,0.13615,0.28166
m98_normalized.obj,Quadruped,0.39269,0.16553,0.34335
m99_normalized.obj,Quadruped,0.46076,0.29771,0.45479
D00134_normalized.obj,RectangleTable,0.03367,0.0336,0.03591
D00187_normalized.obj,RectangleTable,0.0223,0.02152,0.03265
D00188_normalized.obj,RectangleTable,0.05215,0.0743,0.09636
D00230_normalized.obj,RectangleTable,0.0556,0.03245,0.04697
D00243_normalized.obj,RectangleTable,0.11643,0.16805,0.23567
D00295_normalized.obj,RectangleTable,0.1772,0.09896,0.2138
D00302_normalized.obj,RectangleTable,0.0049,0.00345,0.00363
D00317_normalized.obj,RectangleTable,0.00269,0.00385,0.00809
D00418_normalized.obj,RectangleTable,0.03616,0.03996,0.0815
D00421_normalized.obj,RectangleTable,0.11916,0.1878,0.23846
D00505_normalized.obj,RectangleTable,0.06693,0.09648,0.10568
D00523_normalized.obj,RectangleTable,0.03121,0.17199,0.21196
D00530_normalized.obj,RectangleTable,0.12691,0.05865,0.11519
D00571_normalized.obj,RectangleTable,0.04248,0.02363,0.05816
D00603_normalized.obj,RectangleTable,0.483,0.49318,0.55238
D00678_normalized.obj,RectangleTable,0.02496,0.0227,0.05262
D00714_normalized.obj,RectangleTable,0.04435,0.03749,0.04778
D00766_normalized.obj,RectangleTable,0.20337,0.14962,0.28868
D00944_normalized.obj,RectangleTable,0.06712,0.02022,0.04523
D00954_normalized.obj,RectangleTable,0.05775,0.03781,0.06552
m763_normalized.obj,RectangleTable,0.18699,0.06577,0.10126
m764_normalized.obj,RectangleTable,0.13049,0.06296,0.12075
m765_normalized.obj,RectangleTable,0.04278,0.03628,0.05016
m870_normalized.obj,RectangleTable,0.22611,0.16104,0.18507
m871_normalized.obj,RectangleTable,0.00126,0.0018,0.00269
m872_normalized.obj,RectangleTable,0.06689,0.07968,0.0855
m873_normalized.obj,RectangleTable,0.06355,0.03081,0.04847
m874_normalized.obj,RectangleTable,0.09713,0.20014,0.22205
m875_normalized.obj,RectangleTable,0.05842,0.10189,0.15242
m876_normalized.obj,RectangleTable,0.1889,0.06558,0.18956
m877_normalized.obj,RectangleTable,0.08062,0.05481,0.11048
m878_normalized.obj,RectangleTable,0.27189,0.04843,0.07725
m879_normalized.obj,RectangleTable,0.16976,0.22724,0.2482
m881_normalized.obj,RectangleTable,0.20378,0.16781,0.2519
m882_normalized.obj,RectangleTable,0.06524,0.0382,0.04863
m883_normalized.obj,RectangleTable,0.25745,0.2347,0.23589
m886_normalized.obj,RectangleTable,0.03059,0.04431,0.05807
m887_normalized.obj,RectangleTable,0.07912,0.10575,0.13567
m888_normalized.obj,RectangleTable,0.18436,0.13568,0.13889
m889_normalized.obj,RectangleTable,0.13187,0.11393,0.16799
m890_normalized.obj,RectangleTable,0.12882,0.2028,0.25576
m891_normalized.obj,RectangleTable,0.19548,0.21648,0.24483
m892_normalized.obj,RectangleTable,0.0097,0.00223,0.00534
m893_normalized.obj,RectangleTable,0.0953,0.03349,0.03556
m894_normalized.obj,RectangleTable,0.09806,0.08364,0.1553
m895_normalized.obj,RectangleTable,0.09053,0.11344,0.1486
m896_normalized.obj,RectangleTable,0.09669,0.11792,0.13598
m897_normalized.obj,RectangleTable,0.08066,0.09594,0.10529
m898_normalized.obj,RectangleTable,0.05738,0.042,0.04685
m901_normalized.obj,RectangleTable,0.17745,0.14968,0.2138
m902_normalized.obj,RectangleTable,0.11841,0.14481,0.17344
m904_normalized.obj,RectangleTable,0.02453,0.03304,0.03735
m905_normalized.obj,RectangleTable,0.08047,0.02087,0.04223
m906_normalized.obj,RectangleTable,0.07621,0.044,0.10895
m907_normalized.obj,RectangleTable,0.15763,0.04113,0.04488
m908_normalized.obj,RectangleTable,0.05738,0.042,0.04685
m910_normalized.obj,RectangleTable,0.00842,0.00223,0.00471
m912_normalized.obj,RectangleTable,0.18513,0.09382,0.10288
m913_normalized.obj,RectangleTable,0.1868,0.08896,0.11068
m914_normalized.obj,RectangleTable,0.07108,0.09213,0.10013
m915_normalized.obj,RectangleTable,0.13509,0.05964,0.07296
m917_normalized.obj,RectangleTable,0.08719,0.06129,0.0692
m919_normalized.obj,RectangleTable,0.09234,0.05801,0.07502
m920_normalized.obj,RectangleTable,0.1069,0.07332,0.09925
D00015_normalized.obj,Rocket,0.35069,0.09774,0.38463
D00343_normalized.obj,Rocket,0.18818,0.22303,0.50281
D00346_normalized.obj,Rocket,0.2486,0.14179,0.41999
D00354_normalized.obj,Rocket,0.58278,0.38933,0.85675
D00426_normalized.obj,Rocket,0.37939,0.42607,0.83289
D00428_normalized.obj,Rocket,0.43642,0.37035,0.77075
D00433_normalized.obj,Rocket,0.20073,0.11407,0.36399
D00437_normalized.obj,Rocket,0.3716,0.27051,0.64598
D00472_normalized.obj,Rocket,0.47187,0.42534,0.77182
D00485_normalized.obj,Rocket,0.02236,0.00713,0.02379
D00528_normalized.obj,Rocket,0.61037,0.45139,0.85074
D00564_normalized.obj,Rocket,0.42138,0.5399,0.87559
D00585_normalized.obj,Rocket,0.30903,0.14159,0.40937
D00614_normalized.obj,Rocket,0.18923,0.10189,0.34624
D00697_normalized.obj,Rocket,0.17722,0.04483,0.12364
D00719_normalized.obj,Rocket,0.26118,0.1609,0.39402
D00764_normalized.obj,Rocket,0.1717,0.26141,0.46916
D00851_normalized.obj,Rocket,0.43642,0.37012,0.77075
D00942_normalized.obj,Rocket,0.09619,0.03048,0.08813
D00975_normalized.obj,Rocket,0.52199,0.41785,0.80432
D00083_normalized.obj,RoundTable,0.01028,0.00581,0.01023
D00094_normalized.obj,RoundTable,0.06429,0.0212,0.03526
D00107_normalized.obj,RoundTable,0.03508,0.00037,0.00063
D00194_normalized.obj,RoundTable,0.14552,0.00857,0.0195
D00344_normalized.obj,RoundTable,0.08951,0.05287,0.10487
D00401_normalized.obj,RoundTable,0.28924,0.21878,0.4717
D00407_normalized.obj,RoundTable,0.30197,0.00611,0.01632
D00492_normalized.obj,RoundTable,0.12407,0.08589,0.14466
D00501_normalized.obj,RoundTable,0.14853,0.0819,0.12829
D00503_normalized.obj,RoundTable,0.18757,0.04244,0.07443
D00524_normalized.obj,RoundTable,0.07318,0.02347,0.05134
D00581_normalized.obj,RoundTable,0.1166,0.10262,0.2241
D00646_normalized.obj,RoundTable,0.196,0.04144,0.06909
D00649_normalized.obj,RoundTable,0.03238,0.01373,0.03229
D00702_normalized.obj,RoundTable,0.09112,0.05853,0.1169
D00756_normalized.obj,RoundTable,0.14287,0.03335,0.06236
D00827_normalized.obj,RoundTable,0.05989,0.0484,0.08989
D00866_normalized.obj,RoundTable,0.08087,0.02038,0.05396
D00909_normalized.obj,RoundTable,0.13919,0.05213,0.12289
D00948_normalized.obj,RoundTable,0.10291,0.02541,0.04796
m921_normalized.obj,RoundTable,0.1951,0.0403,0.06877
m922_normalized.obj,RoundTable,0.19636,0.11944,0.21697
m923_normalized.obj,RoundTable,0.08959,0.05363,0.10483
m924_normalized.obj,RoundTable,0.95158,0.00733,0.0222
m925_normalized.obj,RoundTable,0.50165,0.00812,0.02466
m926_normalized.obj,RoundTable,1.83939,0.04348,0.11454
m927_normalized.obj,RoundTable,0.10388,0.09992,0.17019
m928_normalized.obj,RoundTable,0.00057,0.00026,0.00048
m929_normalized.obj,RoundTable,0.03267,0.0012,0.0028
m930_normalized.obj,RoundTable,0.12282,0.08457,0.13455
m931_normalized.obj,RoundTable,0.16608,0.05421,0.11032
m932_normalized.obj,RoundTable,0.07742,0.04004,0.0992
m933_normalized.obj,RoundTable,0.08853,0.0434,0.10092
m934_normalized.obj,RoundTable,0.13608,0.04433,0.13772
m935_normalized.obj,RoundTable,0.15044,0.07082,0.15515
m937_normalized.obj,RoundTable,0.33767,0.24325,0.40492
m938_normalized.obj,RoundTable,0.21685,0.0907,0.22045
D00057_normalized.obj,Shelf,0.0348,0.15225,0.18842
D00074_normalized.obj,Shelf,0.01467,0.14398,0.18144
D00129_normalized.obj,Shelf,0.01781,0.12837,0.18751
D00171_normalized.obj,Shelf,0.01597,0.0639,0.13103
D00198_normalized.obj,Shelf,0.01615,0.11683,0.1388
D00242_normalized.obj,Shelf,0.02212,0.12266,0.15884
D00337_normalized.obj,Shelf,0.01505,0.05303,0.13667
D00352_normalized.obj,Shelf,0.04579,0.1682,0.19372
D00468_normalized.obj,Shelf,0.02421,0.04039,0.13537
D00592_normalized.obj,Shelf,0.01943,0.06403,0.09883
D00631_normalized.obj,Shelf,0.0156,0.10266,0.19411
D00691_normalized.obj,Shelf,0.00464,0.08313,0.08851
D00725_normalized.obj,Shelf,0.01608,0.03293,0.12067
D00772_normalized.obj,Shelf,0.00959,0.07329,0.08085
D00781_normalized.obj,Shelf,0.01604,0.0433,0.12033
D00818_normalized.obj,Shelf,0.01441,0.09777,0.14553
D00881_normalized.obj,Shelf,0.03484,0.17277,0.23848
D00887_normalized.obj,Shelf,0.21156,1.58502,1.66712
D00917_normalized.obj,Shelf,0.02936,0.11974,0.14621
D00956_normalized.obj,Shelf,0.37283,1.821,2.22942
m844_normalized.obj,Shelf,0.01823,0.15085,0.15788
m845_normalized.obj,Shelf,0.02703,0.11631,0.1277
m846_normalized.obj,Shelf,0.0781,0.25762,0.42469
m847_normalized.obj,Shelf,0.09117,0.63939,0.65312
m849_normalized.obj,Shelf,0.02953,0.21682,0.22415
m850_normalized.obj,Shelf,0.01242,0.09699,0.0984
m851_normalized.obj,Shelf,0.05341,0.21469,0.26663
m852_normalized.obj,Shelf,0.0531,0.22218,0.27145
m853_normalized.obj,Shelf,0.05586,0.13861,0.24957
m854_normalized.obj,Shelf,0.06159,0.36587,0.37019
m855_normalized.obj,Shelf,0.05652,0.06405,0.1191
m856_normalized.obj,Shelf,0.05712,0.30811,0.32613
m857_normalized.obj,Shelf,0.05234,0.53401,0.54559
m858_normalized.obj,Shelf,0.9917,1.0,1.0
m859_normalized.obj,Shelf,0.01914,0.22549,0.24618
m860_normalized.obj,Shelf,0.08217,0.12493,0.14053
m861_normalized.obj,Shelf,0.0344,0.09615,0.14342
m862_normalized.obj,Shelf,0.05386,0.06017,0.06889
m863_normalized.obj,Shelf,0.06343,0.18415,0.18838
m864_normalized.obj,Shelf,0.05908,0.18202,0.18677
m865_normalized.obj,Shelf,0.06891,0.18399,0.19079
m866_normalized.obj,Shelf,0.06271,0.14128,0.16049
m868_normalized.obj,Shelf,0.05834,0.14303,0.14313
D00027_normalized.obj,Ship,0.17777,0.20962,0.4475
D00042_normalized.obj,Ship,0.11641,0.22654,0.662
D00099_normalized.obj,Ship,0.3753,0.3176,0.59586
D00175_normalized.obj,Ship,0.16812,0.30695,0.62496
D00247_normalized.obj,Ship,0.12843,0.30409,0.61747
D00258_normalized.obj,Ship,0.17985,0.11219,0.29866
D00292_normalized.obj,Ship,0.17937,0.2124,0.45154
D00429_normalized.obj,Ship,0.2137,0.29687,0.58935
D00467_normalized.obj,Ship,0.30805,0.18231,0.47102
D00539_normalized.obj,Ship,0.00104,0.00342,0.00526
D00543_normalized.obj,Ship,0.0998,0.20717,0.52667
D00647_normalized.obj,Ship,0.23636,0.24979,0.59457
D00771_normalized.obj,Ship,0.0794,0.14201,0.28325
D00791_normalized.obj,Ship,0.20011,0.23727,0.50375
D00809_normalized.obj,Ship,0.21471,0.18784,0.40696
D00837_normalized.obj,Ship,0.14051,0.32648,0.66257
D00896_normalized.obj,Ship,0.32484,0.29079,0.6344
D00907_normalized.obj,Ship,0.19512,0.19103,0.37711
D00935_normalized.obj,Ship,0.22189,0.20198,0.48556
D00949_normalized.obj,Ship,0.1896,0.12,0.34992
m1427_normalized.obj,Ship,0.16855,0.08704,0.29998
m1428_normalized.obj,Ship,0.13637,0.09215,0.30035
m1429_normalized.obj,Ship,0.02818,0.01233,0.0419
m1430_normalized.obj,Ship,0.14753,0.07506,0.20775
m1431_normalized.obj,Ship,0.20889,0.18964,0.47559
m1432_normalized.obj,Ship,0.2077,0.13288,0.37231
m1433_normalized.obj,Ship,0.2336,0.11593,0.35422
m1434_normalized.obj,Ship,0.10999,0.13796,0.37738
m1435_normalized.obj,Ship,0.1959,0.23005,0.49314
m1436_normalized.obj,Ship,0.24261,0.2508,0.59728
m1437_normalized.obj,Ship,0.18732,0.11013,0.27436
m1438_normalized.obj,Ship,0.13349,0.27008,0.61146
m1439_normalized.obj,Ship,0.29439,0.2222,0.50429
m1440_normalized.obj,Ship,0.09507,0.15156,0.35677
m1441_normalized.obj,Ship,0.27062,0.21954,0.55482
m1442_normalized.obj,Ship,0.30846,0.3508,0.53098
m1444_normalized.obj,Ship,0.19689,0.18383,0.48654
m1446_normalized.obj,Ship,0.13969,0.32059,0.64999
m1447_normalized.obj,Ship,0.31371,0.33408,0.60939
m1448_normalized.obj,Ship,0.00659,0.00238,0.00808
m1449_normalized.obj,Ship,0.10618,0.07037,0.23701
m1450_normalized.obj,Ship,0.05434,0.01879,0.06068
m1451_normalized.obj,Ship,0.09291,0.05457,0.17813
m1452_normalized.obj,Ship,0.25593,0.07637,0.2807
m1453_normalized.obj,Ship,0.16496,0.11093,0.26494
m1454_normalized.obj,Ship,0.21061,0.06337,0.19811
m1455_normalized.obj,Ship,0.14211,0.05023,0.1318
m1456_normalized.obj,Ship,0.123,0.24975,0.37635
m1457_normalized.obj,Ship,0.17479,0.13045,0.27385
m1458_normalized.obj,Ship,0.17176,0.12429,0.27383
m1459_normalized.obj,Ship,0.02494,0.03069,0.0755
m1460_normalized.obj,Ship,0.01856,0.00739,0.01985
m1461_normalized.obj,Ship,0.39562,0.02564,0.08828
m1462_normalized.obj,Ship,0.00722,0.00269,0.00589
m1463_normalized.obj,Ship,0.38663,0.34602,0.6088
m1464_normalized.obj,Ship,0.31029,0.09091,0.33526
m1465_normalized.obj,Ship,0.27832,0.20773,0.52839
m1466_normalized.obj,Ship,0.15843,0.31924,0.6394
m1467_normalized.obj,Ship,0.26905,0.18702,0.5164
m1468_normalized.obj,Ship,0.18748,0.20713,0.52692
m1469_normalized.obj,Ship,0.34407,0.22964,0.59169
m1470_normalized.obj,Ship,0.37643,0.30571,0.59766
m1471_normalized.obj,Ship,0.20116,0.15415,0.32358
m1670_normalized.obj,Sign,0.0497,0.06669,0.15198
m1671_normalized.obj,Sign,0.0121,0.00609,0.01718
m1672_normalized.obj,Sign,0.18951,0.06314,0.17329
m1673_normalized.obj,Sign,0.11547,0.04688,0.15639
m1674_normalized.obj,Sign,0.10237,0.11677,0.21186
m1675_normalized.obj,Sign,0.01455,0.01483,0.05909
m1676_normalized.obj,Sign,0.02345,0.01277,0.06068
m1678_normalized.obj,Sign,0.02537,0.04756,0.09805
m1679_normalized.obj,Sign,0.22285,0.22761,0.49974
m1680_normalized.obj,Sign,0.08186,0.14036,0.31241
m1681_normalized.obj,Sign,0.07972,0.10107,0.33957
m1682_normalized.obj,Sign,0.02092,0.04884,0.06229
m1683_normalized.obj,Sign,0.05578,0.04873,0.10933
m1684_normalized.obj,Sign,0.18287,0.32353,0.47993
m1685_normalized.obj,Sign,0.03767,0.04202,0.09245
D00006_normalized.obj,Skyscraper,0.0224,0.75496,0.88562
D00058_normalized.obj,Skyscraper,0.02505,0.51608,0.73674
D00059_normalized.obj,Skyscraper,0.01145,0.12211,0.12245
D00105_normalized.obj,Skyscraper,0.26182,0.1997,0.45402
D00125_normalized.obj,Skyscraper,0.13488,0.08617,0.18994
D00126_normalized.obj,Skyscraper,0.18859,0.86583,1.28467
D00130_normalized.obj,Skyscraper,0.1353,0.20329,0.71662
D00259_normalized.obj,Skyscraper,0.02208,0.12968,0.21937
D00300_normalized.obj,Skyscraper,0.24162,0.24168,0.56748
D00520_normalized.obj,Skyscraper,0.11709,1.018,1.2732
D00532_normalized.obj,Skyscraper,0.04924,0.17081,0.19971
D00584_normalized.obj,Skyscraper,0.0378,0.71794,0.87977
D00589_normalized.obj,Skyscraper,0.17861,0.28808,0.55959
D00641_normalized.obj,Skyscraper,0.06584,0.81299,1.18053
D00664_normalized.obj,Skyscraper,0.00536,0.04215,0.08045
D00729_normalized.obj,Skyscraper,0.01877,0.54891,0.77614
D00822_normalized.obj,Skyscraper,0.21638,0.38844,0.79651
D00870_normalized.obj,Skyscraper,0.02008,0.64295,0.88455
D00872_normalized.obj,Skyscraper,0.03425,0.05071,0.14201
D00998_normalized.obj,Skyscraper,0.01025,0.04806,0.08894
D00014_normalized.obj,Spoon,0.27464,0.02833,0.09372
D00085_normalized.obj,Spoon,0.03741,0.00034,0.00086
D00144_normalized.obj,Spoon,1.15176,0.05369,0.12452
D00157_normalized.obj,Spoon,0.1507,0.00295,0.0069
D00196_normalized.obj,Spoon,0.23401,0.00124,0.0027
D00338_normalized.obj,Spoon,3.76139,0.03287,0.10961
D00422_normalized.obj,Spoon,1.73542,0.03031,0.0683
D00474_normalized.obj,Spoon,1.24314,0.0438,0.12531
D00497_normalized.obj,Spoon,1.04057,0.00706,0.01859
D00517_normalized.obj,Spoon,0.06566,0.00133,0.00374
D00562_normalized.obj,Spoon,0.01811,0.00754,0.01811
D00593_normalized.obj,Spoon,0.3638,0.03759,0.07814
D00661_normalized.obj,Spoon,1.40231,0.05192,0.12565
D00669_normalized.obj,Spoon,3.07335,0.01661,0.04858
D00674_normalized.obj,Spoon,0.10901,0.0033,0.01007
D00683_normalized.obj,Spoon,0.20433,0.00405,0.01118
D00790_normalized.obj,Spoon,1.81809,0.02947,0.08249
D00842_normalized.obj,Spoon,0.02021,0.00234,0.00532
D00927_normalized.obj,Spoon,0.12421,0.00706,0.02252
D00964_normalized.obj,Spoon,0.27969,0.01049,0.02821
m1353_normalized.obj,Starship,0.10308,0.08143,0.19198
m1354_normalized.obj,Starship,0.11974,0.10622,0.30419
m1355_normalized.obj,Starship,0.17563,0.08443,0.20017
m1356_normalized.obj,Starship,0.09237,0.14515,0.35451
m1357_normalized.obj,Starship,0.00113,0.00051,0.00119
m1358_normalized.obj,Starship,0.04889,0.02586,0.06794
m1359_normalized.obj,Starship,0.18574,0.10753,0.22626
m1360_normalized.obj,Starship,0.10033,0.07666,0.19863
m1361_normalized.obj,Starship,0.16082,0.14611,0.36625
m1362_normalized.obj,Starship,0.01395,0.01207,0.02834
m1364_normalized.obj,Starship,0.09343,0.03271,0.0858
m1365_normalized.obj,Starship,0.03052,0.0287,0.08116
m1366_normalized.obj,Starship,0.07204,0.03399,0.08574
m1368_normalized.obj,Starship,0.01745,0.02183,0.05049
m1369_normalized.obj,Starship,0.11862,0.05975,0.15685
m1370_normalized.obj,Starship,0.16597,0.08039,0.18823
m1371_normalized.obj,Starship,0.07922,0.0455,0.12841
m1372_normalized.obj,Starship,0.10228,0.15813,0.39108
m1373_normalized.obj,Starship,0.08839,0.07469,0.18869
m1374_normalized.obj,Starship,0.06031,0.1921,0.48557
m1375_normalized.obj,Starship,0.00706,0.00879,0.02404
m1376_normalized.obj,Starship,0.28914,0.20454,0.72631
m1378_normalized.obj,Starship,0.03291,0.15456,0.53911
m1379_normalized.obj,Starship,0.05149,0.26376,0.62839
m1380_normalized.obj,Starship,0.19975,0.15641,0.41375
m1381_normalized.obj,Starship,0.02547,0.04867,0.11288
m1382_normalized.obj,Starship,0.53059,0.44511,0.95348
m1383_normalized.obj,Starship,0.0,0.0,0.0
m1384_normalized.obj,Starship,0.15389,0.31358,0.9734
m1385_normalized.obj,Starship,0.3193,0.30603,0.91832
m1386_normalized.obj,Starship,0.23067,0.27992,0.86548
D00052_normalized.obj,SubmachineGun,0.1161,0.22025,0.45434
D00060_normalized.obj,SubmachineGun,0.10362,0.18266,0.39047
D00062_normalized.obj,SubmachineGun,0.12324,0.1632,0.34305
D00064_normalized.obj,SubmachineGun,0.10283,0.05069,0.17304
D00068_normalized.obj,SubmachineGun,0.19388,0.17757,0.39582
D00119_normalized.obj,SubmachineGun,0.10993,0.0592,0.17651
D00219_normalized.obj,SubmachineGun,0.14916,0.18103,0.35243
D00256_normalized.obj,SubmachineGun,0.14888,0.18234,0.39197
D00371_normalized.obj,SubmachineGun,0.13029,0.10499,0.31567
D00384_normalized.obj,SubmachineGun,0.19981,0.19005,0.3825
D00431_normalized.obj,SubmachineGun,0.10825,0.10486,0.2698
D00459_normalized.obj,SubmachineGun,0.10129,0.09478,0.24666
D00489_normalized.obj,SubmachineGun,0.19543,0.1705,0.42985
D00537_normalized.obj,SubmachineGun,0.16614,0.22949,0.40041
D00613_normalized.obj,SubmachineGun,0.18928,0.24068,0.47394
D00733_normalized.obj,SubmachineGun,0.15735,0.09795,0.2664
D00878_normalized.obj,SubmachineGun,0.15681,0.19086,0.40837
D00893_normalized.obj,SubmachineGun,0.23681,0.20211,0.5259
D00960_normalized.obj,SubmachineGun,0.2607,0.25397,0.50142
D00970_normalized.obj,SubmachineGun,0.16148,0.14867,0.3873
D00066_normalized.obj,Sword,0.04038,0.02545,0.09275
D00071_normalized.obj,Sword,0.13517,0.04566,0.15153
D00133_normalized.obj,Sword,0.06242,0.08713,0.20353
D00149_normalized.obj,Sword,0.15734,0.08447,0.24156
D00162_normalized.obj,Sword,0.07955,0.10529,0.32495
D00177_normalized.obj,Sword,0.09409,0.03942,0.17756
D00195_normalized.obj,Sword,0.2381,0.06152,0.23291
D00249_normalized.obj,Sword,0.08458,0.07104,0.22763
D00356_normalized.obj,Sword,0.09953,0.04143,0.12883
D00484_normalized.obj,Sword,0.07551,0.03371,0.13522
D00513_normalized.obj,Sword,0.08895,0.01106,0.04679
D00540_normalized.obj,Sword,0.18926,0.10017,0.32368
D00635_normalized.obj,Sword,0.11005,0.03342,0.12242
D00712_normalized.obj,Sword,0.03416,0.04601,0.12441
D00807_normalized.obj,Sword,0.01836,0.00107,0.00437
D00808_normalized.obj,Sword,0.10894,0.0318,0.09583
D00812_normalized.obj,Sword,0.10438,0.03591,0.17445
D00906_normalized.obj,Sword,0.07722,0.04671,0.16404
D00916_normalized.obj,Sword,0.08909,0.0489,0.14535
D00992_normalized.obj,Sword,0.05818,0.07177,0.20491
m687_normalized.obj,Sword,0.0877,0.02693,0.07748
m688_normalized.obj,Sword,0.19708,0.06463,0.21402
m689_normalized.obj,Sword,0.14381,0.03271,0.12147
m690_normalized.obj,Sword,0.18885,0.02527,0.09452
m691_normalized.obj,Sword,0.03346,0.00349,0.01693
m692_normalized.obj,Sword,0.09959,0.03426,0.16645
m693_normalized.obj,Sword,0.12066,0.01525,0.06004
m694_normalized.obj,Sword,0.11815,0.0393,0.13581
m695_normalized.obj,Sword,0.06523,0.05,0.16946
m696_normalized.obj,Sword,0.08028,0.01128,0.04564
m697_normalized.obj,Sword,0.08256,0.02927,0.14046
m698_normalized.obj,Sword,0.08389,0.01049,0.04411
m699_normalized.obj,Sword,0.09006,0.00978,0.03575
m700_normalized.obj,Sword,0.07573,0.02959,0.08105
m701_normalized.obj,Sword,0.09487,0.0584,0.15761
m702_normalized.obj,Sword,0.09187,0.00669,0.02512
m703_normalized.obj,Sword,0.07883,0.16347,0.33547
m704_normalized.obj,Sword,0.11906,0.10322,0.24311
m705_normalized.obj,Sword,0.08715,0.06098,0.18462
m707_normalized.obj,Sword,0.08383,0.01993,0.07728
m709_normalized.obj,Sword,0.07597,0.03418,0.13715
m710_normalized.obj,Sword,0.05424,0.0541,0.19271
m711_normalized.obj,Sword,0.0983,0.103,0.23135
m712_normalized.obj,Sword,0.09542,0.02777,0.12394
m713_normalized.obj,Sword,0.13181,0.03254,0.10128
m714_normalized.obj,Sword,0.08256,0.02927,0.14046
m715_normalized.obj,Sword,0.08028,0.01128,0.04564
m716_normalized.obj,Sword,0.07757,0.03897,0.14231
m717_normalized.obj,Sword,5e-05,2e-05,9e-05
m718_normalized.obj,Sword,0.14748,0.11683,0.41167
m719_normalized.obj,Sword,0.27247,0.16948,0.41744
m720_normalized.obj,Sword,0.17011,0.12633,0.45135
m721_normalized.obj,Sword,0.26934,0.15279,0.51932
D01003_normalized.obj,Tool,0.31316,0.3128,0.43597
D01012_normalized.obj,Tool,0.31226,0.25539,0.3447
D01040_normalized.obj,Tool,0.30625,0.16831,0.26504
D01044_normalized.obj,Tool,0.30156,0.1884,0.26131
D01069_normalized.obj,Tool,0.29599,0.18244,0.24305
D01084_normalized.obj,Tool,0.312,0.17832,0.29386
D01086_normalized.obj,Tool,0.315,0.26953,0.37375
